district,date_start,date_end,dengue_A,dengue_B,dysentery_A,dysentery_B,encephalitis_A,encephalitis_B,enteric_fever_A,enteric_fever_B,food_poisoning_A,food_poisoning_B,leptospirosis_A,leptospirosis_B,typhus_f_A,typhus_f_B,viral_hep_A,viral_hep_B,rabies_A,rabies_B,chickenpox_A,chickenpox_B,meningitis_A,meningitis_B,leishmania_A,leishmania_B,tuberculosis_A,tuberculosis_B,wrcd_A,wrcd_B,lepto,dengue
Kurunegala,2025-05-24,2025-05-30,47,593,4,24,0,11,0,1,2,25,14,397,0,20,0,2,0,1,13,350,2,66,24,240,6,146,72,100,14,47
Puttalam,2025-05-24,2025-05-30,13,351,0,9,1,2,0,0,0,4,5,163,2,28,0,1,0,1,5,85,2,43,1,15,0,80,93,100,5,13
Anuradhapura,2025-05-24,2025-05-30,13,324,0,21,0,6,0,3,0,16,17,257,0,14,2,9,0,0,14,167,0,40,14,318,7,116,79,100,17,13
Polonnaruwa,2025-05-24,2025-05-30,6,129,0,9,0,3,0,1,0,3,18,139,0,1,1,14,0,0,7,92,1,10,5,172,3,36,98,90,18,6
Badulla,2025-05-24,2025-05-30,25,338,1,17,1,7,0,3,0,0,10,164,0,15,0,20,0,0,9,197,3,36,2,19,7,118,94,100,10,25
Monaragala,2025-05-24,2025-05-30,15,405,2,11,0,3,0,0,0,4,16,343,0,23,1,10,0,0,1,75,3,26,8,91,7,51,85,100,16,15
Ratnapura,2025-05-24,2025-05-30,203,2303,0,72,0,5,0,3,0,22,20,757,0,16,0,5,0,1,5,221,1,59,16,98,5,177,91,100,20,203
Kegalle,2025-05-24,2025-05-30,43,638,0,37,0,8,0,9,0,26,25,338,0,7,1,9,0,0,23,385,3,52,0,16,1,119,89,100,25,43
Colombo,2025-05-17,2025-05-23,359,5050,0,15,0,3,0,4,0,5,1,188,0,5,1,9,0,0,11,227,0,26,0,1,24,795,100,100,1,359
Gampaha,2025-05-17,2025-05-23,224,3140,0,22,0,22,0,1,3,53,26,322,0,7,0,5,0,0,13,378,1,59,0,19,14,440,100,100,26,224
Kalutara,2025-05-17,2025-05-23,35,907,0,23,0,6,1,6,0,24,1,287,0,1,0,4,0,0,22,369,0,23,0,1,28,243,100,100,1,35
Kandy,2025-05-17,2025-05-23,98,1307,0,31,0,2,0,4,1,12,4,124,1,28,0,5,0,0,12,198,0,12,1,32,15,309,100,100,4,98
Matale,2025-05-17,2025-05-23,16,647,0,12,0,1,0,0,0,46,4,101,0,3,0,5,0,0,2,55,0,2,4,102,0,60,100,100,4,16
Nuwara-Eliya,2025-05-17,2025-05-23,9,95,1,31,0,4,0,4,0,45,1,53,0,24,0,0,0,0,2,102,0,10,0,0,1,113,100,100,1,9
Galle,2025-05-17,2025-05-23,44,806,0,21,0,3,0,0,1,30,12,345,0,35,0,6,0,1,12,331,4,76,0,1,5,200,100,100,12,44
Hambantota,2025-05-17,2025-05-23,20,378,1,12,0,4,0,0,0,3,6,201,0,14,0,3,0,0,4,180,2,11,4,127,1,59,100,100,6,20
Matara,2025-05-17,2025-05-23,27,701,0,7,0,2,0,1,0,4,10,218,0,10,1,3,0,0,9,188,1,21,0,49,2,70,88,100,10,27
Jaffna,2025-05-17,2025-05-23,27,619,4,43,0,2,0,10,3,25,1,116,6,321,0,2,0,1,18,208,1,15,0,0,5,84,100,93,1,27
Kilinochchi,2025-05-17,2025-05-23,4,56,0,8,0,0,0,4,0,4,1,54,0,11,0,1,0,0,0,2,0,0,0,1,2,21,100,100,1,4
Mannar,2025-05-17,2025-05-23,3,97,0,4,0,0,0,0,0,2,0,18,1,11,0,0,0,0,0,14,0,12,0,0,0,22,100,100,0,3
Vavuniya,2025-05-17,2025-05-23,2,39,1,7,0,0,0,1,1,27,2,52,0,7,0,0,0,0,0,20,0,13,1,10,2,23,100,100,2,2
Mullaitivu,2025-05-17,2025-05-23,2,34,0,4,0,0,0,1,0,2,0,46,0,6,0,0,0,0,0,17,0,4,0,1,0,15,83,100,0,2
Batticaloa,2025-05-17,2025-05-23,58,1193,1,84,0,10,0,0,4,77,6,52,0,1,2,15,0,0,7,97,0,19,0,1,6,62,100,100,6,58
Ampara,2025-05-17,2025-05-23,16,326,4,36,1,10,0,0,0,20,12,155,0,3,0,4,0,0,10,160,4,38,1,12,3,78,200,200,12,16
Trincomalee,2025-05-17,2025-05-23,45,673,0,26,0,2,1,1,0,25,5,86,1,9,0,4,0,0,1,60,0,9,0,3,0,36,100,100,5,45
Kurunegala,2025-05-17,2025-05-23,44,546,1,20,0,11,0,1,0,23,16,383,1,20,0,2,0,1,9,337,3,64,8,216,4,140,27,100,16,44
Puttalam,2025-05-17,2025-05-23,8,338,0,9,0,1,0,0,0,4,3,158,0,26,0,1,1,1,4,80,4,41,1,14,0,80,92,100,3,8
Anuradhapura,2025-05-17,2025-05-23,11,311,0,21,0,6,0,3,1,16,10,240,0,14,0,7,0,0,6,153,0,40,17,304,2,109,74,100,10,11
Polonnaruwa,2025-05-17,2025-05-23,7,123,0,9,0,3,0,1,0,3,3,121,0,1,0,13,0,0,4,85,1,9,2,167,0,33,100,91,3,7
Badulla,2025-05-17,2025-05-23,7,313,0,16,0,6,0,3,0,0,4,154,0,15,0,20,0,0,4,188,0,33,0,17,6,111,100,100,4,7
Monaragala,2025-05-17,2025-05-23,17,390,0,9,0,3,0,0,0,4,16,327,1,23,1,9,0,0,2,74,0,23,4,83,0,44,78,100,16,17
Ratnapura,2025-05-17,2025-05-23,251,2100,1,72,0,5,0,3,0,22,40,737,0,16,1,5,0,1,12,216,1,58,7,82,8,172,100,100,40,251
Kegalle,2025-05-17,2025-05-23,45,595,0,37,0,8,0,9,0,26,24,313,0,7,1,8,0,0,18,362,2,49,1,16,5,118,91,100,24,45
Colombo,2025-05-10,2025-05-16,310,4691,0,15,0,3,0,4,0,5,9,187,0,5,0,8,0,0,1,216,3,26,0,1,33,771,100,100,9,310
Gampaha,2025-05-10,2025-05-16,194,2916,0,22,2,22,0,1,4,50,12,296,0,7,0,5,0,0,21,365,4,58,1,19,35,426,87,100,12,194
Kalutara,2025-05-10,2025-05-16,63,872,3,23,0,6,0,5,11,24,7,286,0,1,0,4,0,0,23,347,0,23,0,1,16,215,68,100,7,63
Kandy,2025-05-10,2025-05-16,77,1209,3,31,0,2,0,4,1,11,5,120,1,27,0,5,0,0,14,186,0,12,3,31,16,294,100,100,5,77
Matale,2025-05-10,2025-05-16,23,631,2,12,0,1,0,0,3,46,9,97,0,3,0,5,0,0,4,53,0,2,6,98,2,60,100,100,9,23
Nuwara-Eliya,2025-05-10,2025-05-16,7,86,0,30,0,4,0,4,1,45,2,52,0,24,0,0,0,0,1,100,1,10,0,0,9,112,85,100,2,7
Galle,2025-05-10,2025-05-16,32,762,1,21,0,3,0,0,0,29,7,333,1,35,0,6,0,1,13,319,1,72,0,1,22,195,65,100,7,32
Hambantota,2025-05-10,2025-05-16,16,358,2,11,0,4,0,0,0,3,10,195,0,14,0,3,0,0,4,176,0,9,4,123,0,58,100,100,10,16
Matara,2025-05-10,2025-05-16,17,674,0,7,0,2,0,1,1,4,4,208,1,10,0,2,0,0,13,179,0,20,7,49,1,68,82,100,4,17
Jaffna,2025-05-10,2025-05-16,18,592,0,39,0,2,0,10,1,22,1,115,3,315,0,2,0,1,10,190,1,14,0,0,4,79,93,93,1,18
Kilinochchi,2025-05-10,2025-05-16,1,52,1,8,0,0,0,4,0,4,3,53,0,11,0,1,0,0,1,2,0,0,0,1,0,19,100,100,3,1
Mannar,2025-05-10,2025-05-16,1,94,0,4,0,0,0,0,0,2,1,18,0,10,0,0,0,0,0,14,1,12,0,0,3,22,100,100,1,1
Vavuniya,2025-05-10,2025-05-16,0,37,0,6,0,0,0,1,0,26,2,50,2,7,0,0,0,0,1,20,0,13,1,9,3,21,75,100,2,0
Mullaitivu,2025-05-10,2025-05-16,1,32,1,4,0,0,0,1,0,2,2,46,0,6,0,0,0,0,0,17,0,4,0,1,4,15,83,100,2,1
Batticaloa,2025-05-10,2025-05-16,59,1135,2,83,1,10,0,0,3,73,3,46,0,1,2,13,0,0,2,90,0,19,0,1,2,56,93,100,3,59
Ampara,2025-05-10,2025-05-16,17,310,3,32,1,9,0,0,3,20,8,143,1,3,1,4,0,0,9,150,7,34,1,11,3,75,163,200,8,17
Trincomalee,2025-05-10,2025-05-16,55,628,0,26,0,2,0,0,0,25,3,81,1,8,0,4,0,0,2,59,0,9,0,3,0,36,100,100,3,55
Kurunegala,2025-05-10,2025-05-16,30,502,1,19,1,11,0,1,0,23,19,367,1,19,0,2,0,1,13,328,4,61,5,208,13,136,30,100,19,30
Puttalam,2025-05-10,2025-05-16,12,330,0,9,0,1,0,0,0,4,12,155,1,26,0,1,0,0,3,76,0,37,0,13,0,80,92,100,12,12
Anuradhapura,2025-05-10,2025-05-16,11,300,0,21,0,6,0,3,0,15,8,230,0,14,0,7,0,0,3,147,1,40,7,287,8,107,65,100,8,11
Polonnaruwa,2025-05-10,2025-05-16,10,116,0,9,0,3,0,1,0,3,18,118,0,1,0,13,0,0,5,81,1,8,8,165,1,33,100,91,18,10
Badulla,2025-05-10,2025-05-16,7,306,0,16,0,6,0,3,0,0,4,150,2,15,1,20,0,0,9,184,0,33,3,17,8,105,88,100,4,7
Monaragala,2025-05-10,2025-05-16,10,373,0,9,0,3,0,0,0,4,9,311,0,22,1,8,0,0,5,72,1,23,9,79,6,44,78,100,9,10
Ratnapura,2025-05-10,2025-05-16,242,1849,1,71,0,5,0,3,0,22,30,697,0,16,1,4,0,1,9,204,0,57,6,75,9,164,90,100,30,242
Kegalle,2025-05-10,2025-05-16,43,550,0,37,3,8,2,9,1,26,17,289,0,7,0,7,0,0,11,344,2,47,1,15,9,113,73,100,17,43
Colombo,2025-05-03,2025-05-09,276,4381,0,15,0,3,0,4,0,5,12,178,1,5,0,8,0,0,13,215,0,23,0,1,47,738,94,100,12,276
Gampaha,2025-05-03,2025-05-09,158,2722,0,22,2,20,0,1,0,46,13,284,0,7,0,5,0,0,16,344,4,54,0,18,26,391,100,100,13,158
Kalutara,2025-05-03,2025-05-09,59,727,0,12,2,5,0,5,0,13,14,248,1,1,0,3,0,0,19,312,1,20,0,1,1,199,96,75,14,59
Kandy,2025-05-03,2025-05-09,60,1132,0,28,0,2,0,4,2,10,6,115,0,26,0,5,0,0,10,172,0,12,0,28,26,278,100,100,6,60
Matale,2025-05-03,2025-05-09,28,608,1,10,0,1,0,0,8,43,7,88,0,3,0,5,0,0,4,49,0,2,5,92,2,58,100,100,7,28
Nuwara-Eliya,2025-05-03,2025-05-09,6,79,0,30,0,4,0,4,0,44,1,50,0,24,0,0,0,0,5,99,0,9,0,0,7,103,92,100,1,6
Galle,2025-05-03,2025-05-09,29,730,1,20,0,3,0,0,0,29,14,326,2,34,1,6,1,1,13,306,3,71,0,1,9,173,100,100,14,29
Hambantota,2025-05-03,2025-05-09,24,342,0,9,0,4,0,0,0,3,15,185,0,14,1,3,0,0,9,172,0,9,14,119,3,58,100,100,15,24
Matara,2025-05-03,2025-05-09,38,657,0,7,0,2,0,1,0,3,12,204,0,9,0,2,0,0,13,166,1,20,4,42,4,67,82,100,12,38
Jaffna,2025-05-03,2025-05-09,20,574,2,39,0,2,0,10,1,21,0,114,11,312,0,2,0,1,7,180,1,13,0,0,7,75,86,93,0,20
Kilinochchi,2025-05-03,2025-05-09,1,51,0,7,0,0,0,4,0,4,2,50,0,11,0,1,0,0,0,1,0,0,1,1,2,19,100,100,2,1
Mannar,2025-05-03,2025-05-09,6,93,0,4,0,0,0,0,0,2,0,17,1,10,0,0,0,0,1,14,0,11,0,0,6,19,100,100,0,6
Vavuniya,2025-05-03,2025-05-09,3,37,0,6,0,0,0,1,2,26,3,48,0,5,0,0,0,0,0,19,1,13,0,8,0,18,100,100,3,3
Mullaitivu,2025-05-03,2025-05-09,2,31,2,3,0,0,0,1,0,2,3,44,0,6,0,0,0,0,1,17,0,4,1,1,0,11,83,100,3,2
Batticaloa,2025-05-03,2025-05-09,84,1076,4,81,0,9,0,0,0,70,4,43,0,1,0,11,0,0,4,88,0,19,0,2,6,54,100,100,4,84
Ampara,2025-05-03,2025-05-09,24,293,1,29,1,8,0,0,1,17,7,135,0,2,0,3,0,0,8,141,3,27,0,10,3,72,178,200,7,24
Trincomalee,2025-05-03,2025-05-09,64,573,0,26,0,2,0,0,0,25,4,78,0,7,0,4,0,0,4,57,0,9,0,3,2,36,100,100,4,64
Kurunegala,2025-05-03,2025-05-09,34,472,4,18,0,10,0,1,0,23,37,348,0,18,1,2,0,1,13,315,3,57,8,203,0,123,37,100,37,34
Puttalam,2025-05-03,2025-05-09,9,318,0,9,0,1,0,0,0,4,9,143,1,25,0,1,0,0,7,73,1,37,1,13,21,80,100,100,9,9
Anuradhapura,2025-05-03,2025-05-09,10,289,0,21,0,6,0,3,0,15,22,222,2,14,0,7,0,0,2,144,1,39,13,280,6,99,78,100,22,10
Polonnaruwa,2025-05-03,2025-05-09,10,106,1,9,0,3,0,1,1,3,8,100,0,1,1,13,0,0,8,76,0,7,12,157,3,32,100,91,8,10
Badulla,2025-05-03,2025-05-09,12,299,2,16,0,6,0,3,0,0,7,146,2,13,0,19,0,0,14,175,1,33,1,14,13,97,88,100,7,12
Monaragala,2025-05-03,2025-05-09,22,363,1,9,0,3,0,0,0,4,17,302,2,22,1,7,0,0,1,67,2,22,7,70,2,38,100,100,17,22
Ratnapura,2025-05-03,2025-05-09,273,1607,2,70,1,5,0,3,2,22,34,667,2,16,0,3,0,1,9,195,2,57,1,69,8,155,90,100,34,273
Kegalle,2025-05-03,2025-05-09,38,507,4,37,1,5,3,7,3,25,33,272,0,7,1,7,0,0,15,333,2,45,0,14,9,104,82,100,33,38
Colombo,2025-04-26,2025-05-02,306,4105,0,15,0,3,0,4,0,5,12,166,0,4,2,8,0,0,13,202,0,23,0,1,59,691,100,100,12,306
Gampaha,2025-04-26,2025-05-02,166,2564,2,22,0,18,0,1,1,46,40,271,0,7,0,5,0,0,27,328,5,50,2,18,9,365,100,100,40,166
Kalutara,2025-04-26,2025-05-02,64,668,0,12,0,3,0,5,0,13,15,234,0,0,0,3,0,0,35,293,2,19,0,1,0,198,72,75,15,64
Kandy,2025-04-26,2025-05-02,73,1072,3,28,0,2,0,4,0,8,5,109,3,26,0,5,0,0,14,162,1,12,1,28,0,252,96,100,5,73
Matale,2025-04-26,2025-05-02,42,580,1,9,0,1,0,0,7,35,11,81,0,3,0,5,0,0,0,45,0,2,4,87,0,56,92,100,11,42
Nuwara-Eliya,2025-04-26,2025-05-02,6,73,1,30,1,4,0,4,0,44,4,49,0,24,0,0,0,0,3,94,0,9,0,0,3,96,92,100,4,6
Galle,2025-04-26,2025-05-02,55,701,0,19,0,3,0,0,1,29,29,312,1,32,1,5,0,0,16,293,5,68,0,1,10,164,100,100,29,55
Hambantota,2025-04-26,2025-05-02,23,318,0,9,1,4,0,0,0,3,24,170,0,14,0,2,0,0,5,163,1,9,8,105,1,55,100,100,24,23
Matara,2025-04-26,2025-05-02,38,619,2,7,0,2,0,1,0,3,18,192,1,9,0,2,0,0,14,153,1,19,2,38,2,63,94,100,18,38
Jaffna,2025-04-26,2025-05-02,44,554,0,37,1,2,5,10,1,20,0,114,10,301,0,2,0,1,13,173,0,12,0,0,3,68,93,93,0,44
Kilinochchi,2025-04-26,2025-05-02,7,50,1,7,0,0,0,4,0,4,0,48,0,11,0,1,0,0,0,1,0,0,0,0,0,17,100,100,0,7
Mannar,2025-04-26,2025-05-02,1,87,1,4,0,0,0,0,1,2,2,17,0,9,0,0,0,0,0,13,1,11,0,0,0,13,100,100,2,1
Vavuniya,2025-04-26,2025-05-02,1,34,1,6,0,0,0,1,2,24,2,45,0,5,0,0,0,0,2,19,1,12,1,8,1,18,100,100,2,1
Mullaitivu,2025-04-26,2025-05-02,0,29,0,1,0,0,0,1,0,2,1,41,1,6,0,0,0,0,5,16,0,4,0,0,1,11,100,100,1,0
Batticaloa,2025-04-26,2025-05-02,94,992,2,77,0,9,0,0,0,70,2,39,0,1,1,11,0,0,2,84,0,19,0,2,2,48,100,100,2,94
Ampara,2025-04-26,2025-05-02,15,269,7,28,2,7,0,0,1,16,11,128,0,2,0,3,0,0,10,133,2,24,0,10,5,69,172,200,11,15
Trincomalee,2025-04-26,2025-05-02,46,509,2,26,0,2,0,0,4,25,4,74,0,7,0,4,0,0,4,53,0,9,0,3,0,34,100,100,4,46
Kurunegala,2025-04-26,2025-05-02,53,438,3,14,2,10,0,1,4,23,29,311,0,18,0,1,0,1,13,302,1,54,6,195,0,123,33,100,29,53
Puttalam,2025-04-26,2025-05-02,10,309,0,9,0,1,0,0,0,4,10,134,0,24,0,1,0,0,11,66,2,36,0,12,11,59,100,100,10,10
Anuradhapura,2025-04-26,2025-05-02,8,279,1,21,0,6,0,3,0,15,22,200,0,12,0,7,0,0,9,142,1,38,5,267,6,93,83,100,22,8
Polonnaruwa,2025-04-26,2025-05-02,8,96,0,8,0,3,0,1,0,2,5,92,1,1,0,12,0,0,1,68,0,7,5,145,5,29,100,91,5,8
Badulla,2025-04-26,2025-05-02,19,287,1,14,1,6,0,3,0,0,11,139,0,11,3,19,0,0,12,161,1,32,1,13,6,84,94,100,11,19
Monaragala,2025-04-26,2025-05-02,12,341,0,8,0,3,0,0,0,4,13,285,0,20,0,6,0,0,6,66,1,20,5,63,3,36,91,100,13,12
Ratnapura,2025-04-26,2025-05-02,319,1334,13,68,0,4,0,3,3,20,68,633,0,14,0,3,0,1,16,186,3,55,0,68,3,147,85,100,68,319
Kegalle,2025-04-26,2025-05-02,35,469,1,33,0,4,2,4,1,22,20,239,0,7,0,6,0,0,16,318,4,43,2,14,8,95,82,100,20,35
Colombo,2025-04-19,2025-04-25,230,3799,0,15,0,3,0,4,0,5,1,154,0,4,0,6,0,0,3,189,1,23,0,1,19,632,94,100,1,230
Gampaha,2025-04-19,2025-04-25,171,2398,0,20,0,18,0,1,0,45,8,231,0,7,0,5,0,0,3,301,0,45,0,16,9,356,93,100,8,171
Kalutara,2025-04-19,2025-04-25,42,604,0,12,0,3,0,5,0,13,4,219,0,0,0,3,0,0,8,258,1,17,0,1,26,198,100,75,4,42
Kandy,2025-04-19,2025-04-25,53,999,0,25,0,2,0,4,0,8,3,104,0,23,0,5,0,0,3,148,0,11,0,27,3,252,96,100,3,53
Matale,2025-04-19,2025-04-25,28,538,0,8,0,1,0,0,2,28,2,70,0,3,0,5,0,0,1,45,0,2,0,83,6,56,100,100,2,28
Nuwara-Eliya,2025-04-19,2025-04-25,3,67,1,29,0,3,0,4,0,44,0,45,0,24,0,0,0,0,3,91,1,9,0,0,2,93,85,100,0,3
Galle,2025-04-19,2025-04-25,23,646,0,19,0,3,0,0,0,28,8,283,1,31,0,4,0,0,12,277,2,63,0,1,5,154,95,100,8,23
Hambantota,2025-04-19,2025-04-25,12,295,0,9,0,3,0,0,0,3,4,146,0,14,0,2,0,0,9,158,2,8,5,97,1,54,100,100,4,12
Matara,2025-04-19,2025-04-25,35,581,0,5,0,2,0,1,0,3,6,174,0,8,0,2,0,0,5,139,1,18,1,36,3,61,100,100,6,35
Jaffna,2025-04-19,2025-04-25,18,510,2,37,0,1,2,5,2,19,0,114,13,291,0,2,0,1,6,160,1,12,0,0,5,65,100,93,0,18
Kilinochchi,2025-04-19,2025-04-25,1,43,1,6,0,0,0,4,0,4,0,48,0,11,0,1,0,0,0,1,0,0,0,0,0,17,100,100,0,1
Mannar,2025-04-19,2025-04-25,2,86,1,3,0,0,0,0,0,1,1,15,3,9,0,0,0,0,0,13,0,10,0,0,0,13,100,100,1,2
Vavuniya,2025-04-19,2025-04-25,5,33,0,5,0,0,0,1,2,22,1,43,2,5,0,0,0,0,0,17,1,11,0,7,1,17,100,100,1,5
Mullaitivu,2025-04-19,2025-04-25,1,29,0,1,0,0,0,1,0,2,1,40,0,5,0,0,0,0,0,11,0,4,0,0,0,10,100,100,1,1
Batticaloa,2025-04-19,2025-04-25,62,898,5,75,0,9,0,0,0,70,7,37,0,1,0,10,0,0,1,82,0,19,0,2,0,46,100,100,7,62
Ampara,2025-04-19,2025-04-25,13,254,4,21,0,5,0,0,5,15,3,117,0,2,0,3,0,0,6,123,2,22,1,10,1,64,192,200,3,13
Trincomalee,2025-04-19,2025-04-25,44,463,0,24,0,2,0,0,0,21,1,70,0,7,0,4,0,0,6,49,1,9,0,3,0,34,100,100,1,44
Kurunegala,2025-04-19,2025-04-25,13,373,0,11,0,8,0,1,0,19,2,279,0,18,0,1,0,1,10,277,0,52,2,187,1,123,92,99,2,13
Puttalam,2025-04-19,2025-04-25,7,299,0,9,0,1,0,0,0,4,2,124,0,24,0,1,0,0,0,55,0,34,0,12,0,48,100,100,2,7
Anuradhapura,2025-04-19,2025-04-25,4,271,1,20,1,6,0,3,7,15,8,178,0,12,1,7,0,0,9,133,2,37,7,262,3,87,83,100,8,4
Polonnaruwa,2025-04-19,2025-04-25,5,88,0,8,0,3,0,1,0,2,5,87,0,0,0,12,0,0,1,67,0,7,2,140,1,24,100,91,5,5
Badulla,2025-04-19,2025-04-25,11,268,0,13,1,5,0,3,0,0,1,128,1,11,0,16,0,0,2,149,3,31,0,12,6,78,100,100,1,11
Monaragala,2025-04-19,2025-04-25,27,329,0,8,0,3,0,0,0,4,20,272,0,20,0,6,0,0,2,60,0,19,3,58,0,33,90,100,20,27
Ratnapura,2025-04-19,2025-04-25,146,1015,10,55,0,4,0,3,1,17,22,565,0,14,0,3,0,1,4,170,0,52,18,68,4,144,90,100,22,146
Kegalle,2025-04-19,2025-04-25,13,434,4,32,0,4,1,2,1,21,7,219,0,7,0,6,0,0,10,302,1,39,0,12,0,87,91,100,7,13
Colombo,2025-04-12,2025-04-18,277,3569,1,15,0,3,1,4,0,5,11,153,0,4,1,6,0,0,18,186,0,22,0,1,39,613,83,100,11,277
Gampaha,2025-04-12,2025-04-18,137,2227,1,20,1,18,0,1,0,45,10,223,0,7,0,5,0,0,29,298,3,45,2,16,16,347,47,100,10,137
Kalutara,2025-04-12,2025-04-18,36,562,1,12,0,3,1,5,0,13,19,215,0,0,0,3,0,0,21,250,3,16,0,1,4,172,48,75,19,36
Kandy,2025-04-12,2025-04-18,50,946,3,25,0,2,0,4,0,8,5,101,3,23,0,5,0,0,12,145,0,11,3,27,12,249,100,100,5,50
Matale,2025-04-12,2025-04-18,30,510,0,8,0,1,0,0,3,26,2,68,0,3,0,5,0,0,3,44,0,2,6,83,1,50,77,100,2,30
Nuwara-Eliya,2025-04-12,2025-04-18,1,64,1,28,0,3,0,4,0,44,2,45,1,24,0,0,0,0,4,88,2,8,0,0,9,91,77,100,2,1
Galle,2025-04-12,2025-04-18,29,623,0,19,1,3,0,0,1,28,16,275,2,30,0,4,0,0,12,265,7,61,0,1,6,149,45,100,16,29
Hambantota,2025-04-12,2025-04-18,10,283,2,9,1,3,0,0,0,3,12,142,0,14,0,2,0,0,10,149,0,6,8,92,3,53,100,100,12,10
Matara,2025-04-12,2025-04-18,32,546,0,5,0,2,0,1,0,3,11,168,0,8,0,2,0,0,9,134,0,17,1,35,6,58,41,100,11,32
Jaffna,2025-04-12,2025-04-18,11,492,4,35,0,1,0,3,0,17,4,114,14,278,1,2,0,1,18,154,1,11,0,0,4,60,79,93,4,11
Kilinochchi,2025-04-12,2025-04-18,1,42,0,5,0,0,0,4,2,4,0,48,0,11,0,1,0,0,0,1,0,0,0,0,0,17,100,100,0,1
Mannar,2025-04-12,2025-04-18,1,84,2,2,0,0,0,0,0,1,0,14,1,6,0,0,0,0,0,13,1,10,0,0,0,13,40,100,0,1
Vavuniya,2025-04-12,2025-04-18,0,28,0,5,0,0,0,1,0,20,4,42,0,3,0,0,0,0,4,17,4,10,0,7,1,16,100,100,4,0
Mullaitivu,2025-04-12,2025-04-18,2,28,0,1,0,0,0,1,0,2,1,39,0,5,0,0,0,0,0,11,0,4,0,0,0,10,67,100,1,2
Batticaloa,2025-04-12,2025-04-18,70,836,5,70,1,9,0,0,0,70,1,30,0,1,1,10,0,0,5,81,0,19,0,2,3,46,79,100,1,70
Ampara,2025-04-12,2025-04-18,22,241,2,17,3,5,0,0,0,10,10,114,0,2,0,3,0,0,7,117,3,20,0,9,5,63,97,200,10,22
Trincomalee,2025-04-12,2025-04-18,33,419,0,24,0,2,0,0,5,21,9,69,0,7,1,4,0,0,4,43,1,8,0,3,0,34,100,100,9,33
Kurunegala,2025-04-12,2025-04-18,17,360,3,11,0,8,0,1,0,19,28,277,0,18,0,1,0,1,8,267,7,52,17,185,12,122,55,100,28,17
Puttalam,2025-04-12,2025-04-18,8,292,0,9,1,1,0,0,0,4,5,122,1,24,0,1,0,0,2,55,1,34,1,12,0,48,62,100,5,8
Anuradhapura,2025-04-12,2025-04-18,3,267,0,19,0,5,1,3,0,8,6,170,0,12,0,6,0,0,16,124,2,35,16,255,3,84,13,100,6,3
Polonnaruwa,2025-04-12,2025-04-18,6,83,1,8,0,3,0,1,0,2,9,82,0,0,0,12,0,0,4,66,0,7,7,138,1,23,63,91,9,6
Badulla,2025-04-12,2025-04-18,18,257,1,13,1,4,0,3,0,0,11,127,1,10,3,16,0,0,4,147,3,28,0,12,5,72,63,100,11,18
Monaragala,2025-04-12,2025-04-18,29,302,1,8,0,3,0,0,1,4,31,252,0,20,1,6,0,0,8,58,0,19,9,55,4,33,45,100,31,29
Ratnapura,2025-04-12,2025-04-18,146,869,9,45,0,4,0,3,1,16,29,543,1,14,0,3,0,1,5,166,4,52,6,50,8,140,55,100,29,146
Kegalle,2025-04-12,2025-04-18,29,421,0,28,1,4,0,1,4,20,14,212,0,7,0,6,0,0,11,292,6,38,0,12,6,87,45,100,14,29
Colombo,2025-04-05,2025-04-11,204,3292,2,14,0,3,0,3,0,5,15,142,0,4,0,5,0,0,8,168,3,22,0,1,40,574,100,100,15,204
Gampaha,2025-04-05,2025-04-11,135,2090,1,19,1,17,0,1,0,45,13,213,1,7,0,5,0,0,28,269,5,42,0,14,0,331,100,100,13,135
Kalutara,2025-04-05,2025-04-11,39,526,0,11,2,3,1,4,0,13,10,196,0,0,1,3,0,0,23,229,3,13,0,1,0,168,100,75,10,39
Kandy,2025-04-05,2025-04-11,65,896,2,22,0,2,0,4,0,8,11,96,1,20,0,5,0,0,9,133,1,11,2,24,17,237,100,100,11,65
Matale,2025-04-05,2025-04-11,21,480,0,8,0,1,0,0,5,23,9,66,0,3,1,5,0,0,0,41,0,2,4,77,6,49,92,100,9,21
Nuwara-Eliya,2025-04-05,2025-04-11,3,63,3,27,0,3,0,4,0,44,2,43,0,23,0,0,0,0,5,84,0,6,0,0,3,82,85,100,2,3
Galle,2025-04-05,2025-04-11,34,594,0,19,0,2,0,0,0,27,7,259,0,28,0,4,0,0,17,253,5,54,0,1,10,143,100,100,7,34
Hambantota,2025-04-05,2025-04-11,13,273,0,7,0,2,0,0,0,3,15,130,0,14,0,2,0,0,7,139,1,6,5,84,4,50,100,100,15,13
Matara,2025-04-05,2025-04-11,38,514,0,5,0,2,0,1,0,3,13,157,0,8,0,2,0,0,4,125,2,17,1,34,0,52,94,100,13,38
Jaffna,2025-04-05,2025-04-11,15,481,3,31,0,1,0,3,6,17,1,110,15,264,0,1,0,1,15,136,0,10,0,0,7,56,93,93,1,15
Kilinochchi,2025-04-05,2025-04-11,0,41,0,5,0,0,0,4,0,2,2,48,0,11,0,1,0,0,0,1,0,0,0,0,1,17,100,100,2,0
Mannar,2025-04-05,2025-04-11,2,83,0,0,0,0,0,0,0,1,1,14,0,5,0,0,0,0,1,13,0,9,0,0,0,13,100,100,1,2
Vavuniya,2025-04-05,2025-04-11,3,28,0,5,0,0,0,1,0,20,4,38,0,3,0,0,0,0,0,13,0,6,0,7,1,15,100,100,4,3
